product_id,product_name,shop_id,shop_city,is_official,price,sold_count,rating_average,view_count,liked_count,kategori_penjualan
4758912654,original stars seven baju kemeja anak laki laki import 1-12 tahun bayi cowok lengan pendek,157662867,KOTA BEKASI,False,14000,18483,4.73,56585.0,3839,Atas
1378251937,murah baju koko panjang bordir acak busana muslim pria terlaris grosir koko seragam lkhalis,17527215,KOTA BEKASI,False,34500,18432,4.7,2243.0,6816,Atas
2790379043,kaos 3second kaos distro part 7 baju kaos pria baju pria pakaian pria kaos atasan pria,176456485,KOTA SEMARANG,False,39600,18382,4.81,9085.0,3597,Atas
4718126520,size xl xxl xxxl kaos wangki kerah tshirt termurah /kaos kerah pria / kaos kerah bapak bapak,132572942,KOTA JAKARTA BARAT,False,29500,18241,4.74,13977.0,3169,Atas
972726301,kemeja flanel pria lengan panjang baju kemeja flanel cowo distro premium quality ameliashop16,9325084,KOTA TANGERANG SELATAN,False,72500,18206,4.65,44055.0,20937,Atas
5855367306,kaos greenlight original baju kaos cowok kaos pria kaos distro kaos ariel bahan tebal combed 24s,187259105,KOTA CIMAHI,False,38500,18118,4.73,26181.0,1379,Atas
4937433606,liso wear - koas polos lengan pendek cotton pe single 24s / atasan baju kaos polos pria wanita casual m l xl xxl,271746505,KOTA JAKARTA BARAT,False,19800,18079,4.75,11353.0,5401,Atas
6626190810,baju kaos polos lengan pendek / baju kaos polos pria,226068801,KOTA DENPASAR,False,19000,18011,4.81,46765.0,4480,Atas
5481639788,baju kaos anak unisex  - cowok / cewek => new motif,163001621,KOTA JAKARTA BARAT,False,13900,17992,4.91,16161.0,811,Atas
6743305919,baju koko putih lengan panjang atasan muslim pria koko gus azmi azzahir hadroh,265853783,KAB. PEKALONGAN,False,30651,17759,4.72,4638.0,432,Atas
1921470340,risrus fashion hem denny baju pria lengan pendek kemeja cowo cowok,3423049,KOTA JAKARTA BARAT,False,47000,17652,4.58,24749.0,6945,Atas
5258806362, full furing kemeja batik/baju batik pria panjang murah kain halus,252331292,KAB. SRAGEN,False,85000,17544,4.81,31828.0,4687,Atas
